price,size,rooms,floor,year_built,city,neighborhood,coordinates,features
108114.62811584267,86.42281232390611,3,1,2022,Varna,Boyana,"{'lat': 42.6461165153976, 'lng': 23.140220384810043}",['elevator']
53804.05839722603,42.62783663864036,2,3,2020,Plovdiv,Lyulin,"{'lat': 42.84655763843647, 'lng': 23.252217162262593}","['parking', 'balcony']"
90575.70257065153,85.19542777553546,2,4,1976,Plovdiv,Center,"{'lat': 42.72890124555324, 'lng': 23.370195749163234}",['elevator']
170698.04184231564,91.5595213918651,2,11,2015,Sofia,Center,"{'lat': 42.730875820431145, 'lng': 23.22914087330618}",['elevator']
46174.5917639069,53.48427691396601,4,11,1995,Burgas,Boyana,"{'lat': 42.81597649619518, 'lng': 23.351367917502486}",['elevator']
60790.40421741963,84.61175317836583,2,5,1980,Plovdiv,Lyulin,"{'lat': 42.71987736503453, 'lng': 23.31755848035859}",['elevator']
86454.60458638216,81.74626155338,3,3,1967,Burgas,Mladost,"{'lat': 42.868226234425705, 'lng': 23.226993778074686}","['parking', 'balcony']"
53439.2247046803,45.710891065081306,3,6,1964,Burgas,Boyana,"{'lat': 42.74152558283678, 'lng': 23.24713705083998}",['elevator']
105012.54996138964,90.7336208104485,3,11,1985,Stara Zagora,Lyulin,"{'lat': 42.506369419366, 'lng': 23.103726547513713}",['elevator']
158303.18115628697,96.82353579104704,4,14,1975,Sofia,Center,"{'lat': 42.59853636250233, 'lng': 23.23415568339877}","['parking', 'balcony']"
112483.82047276798,112.49153729525831,5,12,1995,Burgas,Lyulin,"{'lat': 42.91729497493609, 'lng': 23.36983884343061}",['elevator']
305996.82449342136,111.6140615610471,3,5,1987,Sofia,Center,"{'lat': 42.77883430208595, 'lng': 23.236292149374965}",['elevator']
51013.32787799526,38.669918961287266,4,3,2013,Stara Zagora,Boyana,"{'lat': 42.70613271695195, 'lng': 23.530615298474622}",['elevator']
79205.00841833338,51.86524880254632,4,6,1988,Sofia,Lozenets,"{'lat': 42.57855823262225, 'lng': 23.34562387973673}",['elevator']
65149.96611729985,95.4510580162598,3,6,2006,Plovdiv,Boyana,"{'lat': 42.86112957669103, 'lng': 23.396594308547225}",['elevator']
78941.33782129984,95.41357852736627,5,14,1971,Burgas,Vitosha,"{'lat': 42.88015396139252, 'lng': 23.321286525652713}",['elevator']
142093.78378793338,95.45143058918143,2,8,1996,Sofia,Vitosha,"{'lat': 42.760345302518715, 'lng': 23.31097743867904}","['parking', 'balcony']"
173484.52565340747,180.0,2,2,1989,Varna,Vitosha,"{'lat': 42.75333455591396, 'lng': 23.208479358769658}",['elevator']
161070.96901705465,97.12671532079501,4,1,1982,Sofia,Boyana,"{'lat': 42.77923484089437, 'lng': 23.329424831276707}","['parking', 'balcony']"
122925.44081617832,114.06696920541796,3,4,1975,Burgas,Mladost,"{'lat': 42.70626593662546, 'lng': 23.474639163781585}","['parking', 'balcony']"
130382.4082115317,108.62005290479607,4,7,1973,Stara Zagora,Boyana,"{'lat': 42.67346146008953, 'lng': 23.420782203462043}","['parking', 'balcony']"
127936.38075264827,99.54173753917394,4,11,1969,Stara Zagora,Lozenets,"{'lat': 42.83072785970998, 'lng': 23.38555443845855}",['elevator']
87968.274301692,70.54192266078964,1,10,1966,Burgas,Lyulin,"{'lat': 42.603490032926345, 'lng': 23.335907829734317}",['elevator']
145234.79259729935,102.76907661479801,4,3,2004,Plovdiv,Boyana,"{'lat': 42.89584743011315, 'lng': 23.11814464653133}","['parking', 'balcony']"
108101.24766128896,56.81524356387285,3,3,2011,Plovdiv,Boyana,"{'lat': 42.68123415057038, 'lng': 23.41623085196682}","['parking', 'balcony']"
73010.21752032977,72.89544179779973,3,5,2019,Stara Zagora,Center,"{'lat': 42.68846794002124, 'lng': 23.380988781697386}","['parking', 'balcony']"
74122.10875226036,65.4390935651269,3,5,2020,Stara Zagora,Center,"{'lat': 42.840919102859914, 'lng': 23.323200628314883}",['elevator']
74559.11030535499,82.45622418158968,4,13,1996,Burgas,Center,"{'lat': 42.75089905208556, 'lng': 23.30918709335802}","['parking', 'balcony']"
176407.69331245899,149.43975700020525,1,10,1988,Plovdiv,Boyana,"{'lat': 42.72978058819704, 'lng': 23.51026024348963}",['elevator']
29506.83495535184,25.0,3,3,1962,Stara Zagora,Mladost,"{'lat': 42.69360515073194, 'lng': 23.26468459620544}",['elevator']
77242.7522619518,100.5878057112354,3,9,1974,Plovdiv,Lyulin,"{'lat': 42.80417542290198, 'lng': 23.21570776677582}",['elevator']
55934.50869078983,31.618523864310443,3,4,1995,Stara Zagora,Lyulin,"{'lat': 42.63852785427348, 'lng': 23.23916547060474}",['elevator']
73465.3488985517,65.842044026317,3,13,2006,Sofia,Lozenets,"{'lat': 42.6744125477542, 'lng': 23.278780053512996}",['elevator']
207189.71110826544,112.66851790902099,2,13,2005,Varna,Mladost,"{'lat': 42.76990995896655, 'lng': 23.265763836474132}","['parking', 'balcony']"
123913.78749356186,81.92840057286388,2,3,2011,Sofia,Mladost,"{'lat': 42.77394634692352, 'lng': 23.38641807048418}","['parking', 'balcony']"
33764.189446847624,47.66765666212082,2,11,1978,Stara Zagora,Lyulin,"{'lat': 42.6346488800667, 'lng': 23.384270601869847}","['parking', 'balcony']"
58215.82730310303,58.540888722200954,4,2,1972,Varna,Vitosha,"{'lat': 42.79334184829583, 'lng': 23.123906356336914}",['elevator']
125886.08212888899,100.38793246804028,2,10,2001,Varna,Center,"{'lat': 42.7293480952874, 'lng': 23.24935918916991}","['parking', 'balcony']"
56156.03755160991,58.0890010484859,2,13,1980,Stara Zagora,Center,"{'lat': 42.830306498033245, 'lng': 23.248339381472643}",['elevator']
95430.89335795876,86.49375768745925,5,11,2023,Stara Zagora,Lyulin,"{'lat': 42.56605168446894, 'lng': 23.29701831833312}",['elevator']
114836.15227139446,81.36715519711441,1,9,1996,Plovdiv,Mladost,"{'lat': 42.61030276959009, 'lng': 23.38495852645379}",['elevator']
75943.61735513233,60.45198957182549,5,4,1986,Stara Zagora,Lozenets,"{'lat': 42.61913875011182, 'lng': 23.298249355081172}",['elevator']
159854.73340413894,144.31832267975977,3,3,2014,Burgas,Vitosha,"{'lat': 42.85458104271642, 'lng': 23.409852862221413}",['elevator']
139154.13558947257,99.01757066954033,4,7,2011,Stara Zagora,Lyulin,"{'lat': 42.7477839203289, 'lng': 23.287242228744773}",['elevator']
40408.33741439349,25.0,2,8,1988,Burgas,Center,"{'lat': 42.73828964562111, 'lng': 23.368898395272506}","['parking', 'balcony']"
81826.59777775272,85.59362944308283,1,11,1979,Stara Zagora,Boyana,"{'lat': 42.60133976367845, 'lng': 23.385133724392386}","['parking', 'balcony']"
66741.6456374563,60.14640605694836,3,14,1984,Plovdiv,Mladost,"{'lat': 42.58983059474429, 'lng': 23.357245193501228}",['elevator']
73336.28467230684,105.57300004388672,4,2,1965,Burgas,Boyana,"{'lat': 42.58931095954504, 'lng': 23.496279624337063}","['parking', 'balcony']"
75959.07790488077,56.22437784701898,3,7,2022,Sofia,Lozenets,"{'lat': 42.776334162493704, 'lng': 23.144397472121405}","['parking', 'balcony']"
98776.95283028504,76.55790675599303,2,12,1995,Burgas,Lyulin,"{'lat': 42.699907337376985, 'lng': 23.247857795591536}","['parking', 'balcony']"
86308.56308984694,95.14961836941372,4,5,1961,Plovdiv,Center,"{'lat': 42.63602730702187, 'lng': 23.31471035264684}","['parking', 'balcony']"
117145.48276516331,105.97265582510364,4,11,1981,Burgas,Vitosha,"{'lat': 42.60720062503315, 'lng': 23.376146576498446}",['elevator']
57956.91662709657,43.991107788326715,3,5,1991,Stara Zagora,Boyana,"{'lat': 42.770465408699934, 'lng': 23.3351424774942}","['parking', 'balcony']"
48748.40821856956,69.96496292477156,4,3,1975,Stara Zagora,Vitosha,"{'lat': 42.698049547145914, 'lng': 23.3659818285945}","['parking', 'balcony']"
80707.4768161304,65.75164066517131,4,5,1977,Plovdiv,Lozenets,"{'lat': 42.779138550607804, 'lng': 23.34549177367417}","['parking', 'balcony']"
54939.70480959064,60.40012302278864,3,12,1964,Varna,Center,"{'lat': 42.568812597681976, 'lng': 23.2211613886131}","['parking', 'balcony']"
248789.66244320472,132.9636272084329,1,2,2013,Stara Zagora,Boyana,"{'lat': 42.673193907850795, 'lng': 23.15242091021503}","['parking', 'balcony']"
161471.18247375631,92.14945132882866,3,4,1995,Sofia,Lozenets,"{'lat': 42.722400313333154, 'lng': 23.441100520732363}","['parking', 'balcony']"
60590.02715413155,42.17348136994865,1,6,1989,Plovdiv,Vitosha,"{'lat': 42.82516903667596, 'lng': 23.373962614400487}",['elevator']
133796.8046038482,107.53585841164329,3,1,2004,Burgas,Vitosha,"{'lat': 42.77277119338716, 'lng': 23.52152955309634}",['elevator']
103583.12246220314,143.664685910379,3,10,1978,Burgas,Boyana,"{'lat': 42.784386383217836, 'lng': 23.392563568678835}",['elevator']
250709.6496678202,110.97395781653441,1,4,1982,Sofia,Center,"{'lat': 42.55610853056639, 'lng': 23.43328187943563}",['elevator']
60351.26519458717,34.4189010213796,2,6,1993,Stara Zagora,Vitosha,"{'lat': 42.73984973503056, 'lng': 23.292021565456732}",['elevator']
76515.76862488032,65.47297781401245,2,9,1972,Plovdiv,Lyulin,"{'lat': 42.667236187593176, 'lng': 23.245140456333075}","['parking', 'balcony']"
251415.07200468297,118.00733447559868,4,14,2002,Sofia,Lozenets,"{'lat': 42.82567768783609, 'lng': 23.297164107074263}","['parking', 'balcony']"
116640.66058660457,58.76991603143658,4,11,2021,Stara Zagora,Boyana,"{'lat': 42.64883214411298, 'lng': 23.22284531952699}","['parking', 'balcony']"
90430.83701973049,93.31458284438685,1,11,2013,Plovdiv,Mladost,"{'lat': 42.71705987944629, 'lng': 23.26403902957822}","['parking', 'balcony']"
94636.24154398557,103.2390216028801,5,13,1988,Burgas,Mladost,"{'lat': 42.64122444475004, 'lng': 23.161784403072453}","['parking', 'balcony']"
88968.04613664417,52.19208585265751,3,2,1995,Plovdiv,Center,"{'lat': 42.79593573595045, 'lng': 23.286197672455025}","['parking', 'balcony']"
81037.96795240838,78.214239318146,2,11,1981,Varna,Lyulin,"{'lat': 42.5914761342976, 'lng': 23.272876385866713}","['parking', 'balcony']"
44819.42611622421,25.0,1,7,2011,Plovdiv,Vitosha,"{'lat': 42.754913205596566, 'lng': 23.302884087160333}","['parking', 'balcony']"
91657.68403180827,49.268370759971305,3,6,2011,Varna,Mladost,"{'lat': 42.719099374777066, 'lng': 23.30425482579903}",['elevator']
90868.4111501666,72.4229554582052,4,2,2006,Plovdiv,Center,"{'lat': 42.572314422355895, 'lng': 23.394850854326354}",['elevator']
40785.66549863875,42.56650454105451,3,8,1995,Varna,Lozenets,"{'lat': 42.52917538396181, 'lng': 23.346153657461144}",['elevator']
148151.89526033986,128.97233911794905,1,7,1968,Burgas,Lyulin,"{'lat': 42.761557092149545, 'lng': 23.278015629622082}","['parking', 'balcony']"
36518.573819463825,37.09575866118102,1,11,1998,Stara Zagora,Lyulin,"{'lat': 42.73534225238056, 'lng': 23.272286453075978}","['parking', 'balcony']"
124226.45093013797,66.79866539909048,3,5,2010,Varna,Center,"{'lat': 42.73654952030911, 'lng': 23.39929225435189}",['elevator']
99767.8732005275,83.92221731858274,2,12,1978,Varna,Center,"{'lat': 42.62078735736147, 'lng': 23.36739648589523}",['elevator']
182040.97107353766,123.23819867198347,2,5,1997,Burgas,Vitosha,"{'lat': 42.869239800238816, 'lng': 23.326456526253438}","['parking', 'balcony']"
31355.249270509532,36.92413546461682,2,7,1965,Varna,Center,"{'lat': 42.649689577557865, 'lng': 23.526323283908553}","['parking', 'balcony']"
224430.36605750784,114.89491256464879,4,9,2011,Sofia,Vitosha,"{'lat': 42.70887062390448, 'lng': 23.32315299038029}",['elevator']
98708.21453805968,80.3069918305876,4,11,2006,Burgas,Vitosha,"{'lat': 42.72523742095336, 'lng': 23.344786332759927}","['parking', 'balcony']"
80012.72818685246,50.55474046856147,3,9,1974,Sofia,Boyana,"{'lat': 42.666112505455104, 'lng': 23.318999086070416}","['parking', 'balcony']"
98456.62721025474,93.86310422789812,4,9,2016,Burgas,Lyulin,"{'lat': 42.79521837434368, 'lng': 23.262659897876524}","['parking', 'balcony']"
111737.68134568798,85.9717908672041,2,6,1979,Varna,Lozenets,"{'lat': 42.65800060228733, 'lng': 23.270791552453137}",['elevator']
119257.51661704101,61.99349368523616,3,10,1968,Sofia,Lyulin,"{'lat': 42.59022271820159, 'lng': 23.231716053814843}",['elevator']
78797.54192871456,82.09406254970057,2,6,1991,Varna,Lyulin,"{'lat': 42.62764200763599, 'lng': 23.299947747633198}",['elevator']
42414.28434175811,68.4405920941472,3,3,1963,Burgas,Boyana,"{'lat': 42.78361456557058, 'lng': 23.445371409687947}",['elevator']
69048.35808022818,83.40552035753744,5,1,2009,Varna,Vitosha,"{'lat': 42.70571886171919, 'lng': 23.34564697514287}","['parking', 'balcony']"
181980.27468785466,99.8639202356314,3,7,1977,Sofia,Vitosha,"{'lat': 42.72433938059077, 'lng': 23.090656104479336}",['elevator']
249082.68499047487,127.58050448436056,2,4,1964,Sofia,Center,"{'lat': 42.58521090881398, 'lng': 23.376126429116475}","['parking', 'balcony']"
46149.9598941188,42.865535035194526,3,1,1979,Varna,Boyana,"{'lat': 42.78584851719196, 'lng': 23.383560802511997}",['elevator']
144263.21023533426,143.991001239688,2,8,1982,Plovdiv,Center,"{'lat': 42.68221880155367, 'lng': 23.100516553939904}","['parking', 'balcony']"
33566.34084739841,25.0,4,12,2021,Burgas,Boyana,"{'lat': 42.59714750143208, 'lng': 23.212449215435285}",['elevator']
97203.03785086982,75.4464471489325,3,6,1970,Burgas,Center,"{'lat': 42.76287685790908, 'lng': 23.264262890358342}","['parking', 'balcony']"
119595.01728863353,97.64951619453728,3,6,1996,Varna,Mladost,"{'lat': 42.86904005081305, 'lng': 23.446763833786076}","['parking', 'balcony']"
127289.50588528404,88.42975603205097,3,2,1981,Plovdiv,Lyulin,"{'lat': 42.86736984462209, 'lng': 23.20834870063568}","['parking', 'balcony']"
72751.9739193962,61.319014405382184,3,1,2017,Sofia,Lyulin,"{'lat': 42.74908912121416, 'lng': 23.252247591106215}",['elevator']
82294.36428187838,73.75633248928175,1,13,1963,Stara Zagora,Lozenets,"{'lat': 42.73278718182333, 'lng': 23.219438625725605}",['elevator']
69806.15990244522,65.20997196023501,3,14,1988,Stara Zagora,Vitosha,"{'lat': 42.822615636755145, 'lng': 23.221306844979612}","['parking', 'balcony']"
71707.52647673053,62.319057291673644,2,14,2003,Varna,Lozenets,"{'lat': 42.50527609753289, 'lng': 23.50337808157432}",['elevator']
150369.73210211014,105.48806291063075,3,2,1993,Plovdiv,Mladost,"{'lat': 42.744249667956794, 'lng': 23.19308732355819}",['elevator']
109807.22333536748,90.71046457895142,4,4,1972,Plovdiv,Lozenets,"{'lat': 42.68377288849309, 'lng': 23.242314290528313}",['elevator']
108128.88574277036,59.21271214218037,4,2,2001,Burgas,Lyulin,"{'lat': 42.700574144680445, 'lng': 23.380278083591485}","['parking', 'balcony']"
105968.07667268951,106.98799626299753,3,1,1968,Sofia,Vitosha,"{'lat': 42.76457790929037, 'lng': 23.32537290205085}","['parking', 'balcony']"
71924.99985969682,89.21898562629828,3,7,2001,Plovdiv,Mladost,"{'lat': 42.700525311330956, 'lng': 23.4078670757528}",['elevator']
142451.05819746546,104.3858635651688,2,11,1990,Stara Zagora,Lyulin,"{'lat': 42.50745417816631, 'lng': 23.225106730673957}",['elevator']
163570.55743586866,98.88886525770836,4,11,1966,Sofia,Center,"{'lat': 42.60213371667439, 'lng': 23.40062577730029}",['elevator']
60721.36868791499,55.13014967233782,2,12,1963,Sofia,Boyana,"{'lat': 42.626090738432154, 'lng': 23.171404460770955}","['parking', 'balcony']"
44324.88967231534,63.19456879409091,3,8,1978,Varna,Mladost,"{'lat': 42.754932754611694, 'lng': 23.209125241909028}",['elevator']
81444.68700761566,102.41880815369785,2,6,2001,Plovdiv,Vitosha,"{'lat': 42.664927351749164, 'lng': 23.53811439008817}",['elevator']
146619.59907236128,98.31110796300395,2,4,1989,Varna,Lozenets,"{'lat': 42.77871385540035, 'lng': 23.278895939258533}","['parking', 'balcony']"
70880.5370645217,79.37295218107556,3,14,1990,Plovdiv,Lozenets,"{'lat': 42.687887187405586, 'lng': 23.39074875862215}","['parking', 'balcony']"
90330.58490269046,83.51982149926346,1,6,2023,Burgas,Mladost,"{'lat': 42.766287043010465, 'lng': 23.307559948945094}","['parking', 'balcony']"
116758.0844521692,118.32994687365274,3,3,1994,Varna,Vitosha,"{'lat': 42.710355994223946, 'lng': 23.152015151956203}","['parking', 'balcony']"
66244.47754894552,62.2528583349251,2,12,2016,Varna,Mladost,"{'lat': 42.53099894499311, 'lng': 23.28231777242265}",['elevator']
72569.1172377076,96.41292143510113,1,8,1980,Stara Zagora,Vitosha,"{'lat': 42.63667148146539, 'lng': 23.358607903434038}","['parking', 'balcony']"
102318.74588885848,73.93422042698317,3,10,2020,Varna,Lozenets,"{'lat': 42.719717974380565, 'lng': 23.222722560650563}",['elevator']
52792.913139047174,73.46956390318338,1,14,1990,Plovdiv,Lyulin,"{'lat': 42.71631984594964, 'lng': 23.25817672144451}","['parking', 'balcony']"
174799.41273431963,112.9633055596157,2,13,1978,Stara Zagora,Center,"{'lat': 42.9066601378014, 'lng': 23.338624229896297}",['elevator']
84742.98858453448,104.7624904696409,3,13,1990,Varna,Lyulin,"{'lat': 42.54393930129671, 'lng': 23.482051510021957}","['parking', 'balcony']"
162850.368359617,104.40528908001916,1,2,2012,Varna,Center,"{'lat': 42.63668509960428, 'lng': 23.202526300921985}","['parking', 'balcony']"
170257.9658752578,119.16436421462987,4,5,1991,Burgas,Lozenets,"{'lat': 42.91436866525436, 'lng': 23.334583665779558}",['elevator']
90115.36697571856,80.63011524898278,1,1,1961,Varna,Lyulin,"{'lat': 42.77007660072055, 'lng': 23.373306011587214}","['parking', 'balcony']"
189281.02492184198,100.45858913884892,2,6,2018,Sofia,Lyulin,"{'lat': 42.67940102837622, 'lng': 23.24275947298137}",['elevator']
82802.80480193211,70.69199730219631,3,2,2011,Stara Zagora,Mladost,"{'lat': 42.65907425450623, 'lng': 23.460886627924403}",['elevator']
102845.00714809411,89.72499057465326,2,4,1969,Sofia,Boyana,"{'lat': 42.72037875532068, 'lng': 23.431291503971615}",['elevator']
90267.4176516994,76.09570836896947,2,6,1961,Stara Zagora,Lozenets,"{'lat': 42.692355487277155, 'lng': 23.224461642265627}",['elevator']
113707.3626764137,82.90987894978154,2,10,1961,Burgas,Vitosha,"{'lat': 42.555778352613196, 'lng': 23.364800318515403}",['elevator']
140373.87922562106,97.8547107631074,2,11,2019,Varna,Lozenets,"{'lat': 42.8694098078412, 'lng': 23.211402699175352}","['parking', 'balcony']"
63491.92029489369,55.45337950299582,4,8,1983,Varna,Vitosha,"{'lat': 42.751337256863806, 'lng': 23.162438428431926}",['elevator']
171270.99321244948,142.7716182705638,2,12,1976,Varna,Vitosha,"{'lat': 42.644430332293815, 'lng': 23.326793678537456}",['elevator']
63730.063883158255,49.81947855500894,4,8,1991,Stara Zagora,Center,"{'lat': 42.52717059143296, 'lng': 23.298197674727064}",['elevator']
28729.7766586434,43.57434161636804,4,11,1975,Varna,Vitosha,"{'lat': 42.61632995265829, 'lng': 23.360475922573826}","['parking', 'balcony']"
185012.9343621467,114.74332620500203,3,6,1975,Sofia,Vitosha,"{'lat': 42.68345993578465, 'lng': 23.39394390194676}","['parking', 'balcony']"
198079.1067273001,103.74988081888807,4,4,2005,Varna,Mladost,"{'lat': 42.67204017132552, 'lng': 23.16376204801705}","['parking', 'balcony']"
86817.16969410142,98.72359451156466,2,8,1998,Burgas,Lyulin,"{'lat': 42.551303991896376, 'lng': 23.109099049644204}","['parking', 'balcony']"
231513.83381973294,98.8503652779284,5,13,2012,Sofia,Lozenets,"{'lat': 42.763295783261, 'lng': 23.5557730919269}","['parking', 'balcony']"
74890.94827601702,79.63259681459256,1,8,1990,Varna,Lozenets,"{'lat': 42.74352381371852, 'lng': 23.467204688200436}","['parking', 'balcony']"
73149.16563408931,53.08236885542505,3,10,2002,Varna,Vitosha,"{'lat': 42.813357329078904, 'lng': 23.248166399012593}","['parking', 'balcony']"
59914.16729109898,82.27413674581179,3,14,1983,Plovdiv,Boyana,"{'lat': 42.826531598099066, 'lng': 23.25214253084875}",['elevator']
50495.98020396316,59.68514865463665,2,1,1960,Stara Zagora,Lozenets,"{'lat': 42.65412921304617, 'lng': 23.27914076740637}","['parking', 'balcony']"
179887.09858360383,109.25359200253253,3,4,1970,Sofia,Vitosha,"{'lat': 42.68388019776729, 'lng': 23.366136946318615}","['parking', 'balcony']"
107974.50105019873,75.58827855493584,3,4,2014,Plovdiv,Center,"{'lat': 42.63291132641092, 'lng': 23.388910277858297}","['parking', 'balcony']"
81318.4024844662,55.235084096224654,1,7,1980,Burgas,Center,"{'lat': 42.78747440830315, 'lng': 23.33429635324445}","['parking', 'balcony']"
95681.84675944314,70.3584247504102,2,14,1963,Stara Zagora,Center,"{'lat': 42.89396119086075, 'lng': 23.428739264865833}","['parking', 'balcony']"
174904.29258713336,92.38794362826873,3,14,1966,Sofia,Vitosha,"{'lat': 42.80697292902005, 'lng': 23.306615337454325}","['parking', 'balcony']"
49627.31348226874,63.08826341588075,3,11,1985,Varna,Mladost,"{'lat': 42.735176613781434, 'lng': 23.352380736308778}",['elevator']
94393.71491603758,55.333388133007055,5,7,2006,Sofia,Boyana,"{'lat': 42.70132413735276, 'lng': 23.262443053969154}",['elevator']
72611.29361597155,87.31061634475736,4,13,2009,Varna,Vitosha,"{'lat': 42.45942872571237, 'lng': 23.37177654091248}",['elevator']
131124.7034967516,87.34899713326169,5,11,1971,Stara Zagora,Mladost,"{'lat': 42.80414472168834, 'lng': 23.183888114384317}","['parking', 'balcony']"
108870.25331503642,64.7917047388661,3,8,1990,Varna,Mladost,"{'lat': 42.760516864972054, 'lng': 23.240847332168247}","['parking', 'balcony']"
67159.2322587511,65.86885083145032,2,11,1976,Burgas,Lozenets,"{'lat': 42.6633470817593, 'lng': 23.431076052736337}","['parking', 'balcony']"
132741.38669872517,86.96149812072909,2,5,1992,Varna,Vitosha,"{'lat': 42.6009365609786, 'lng': 23.20078522113068}","['parking', 'balcony']"
40155.64890146091,36.55746975508028,4,7,1970,Burgas,Vitosha,"{'lat': 42.880483436564404, 'lng': 23.285444330146362}","['parking', 'balcony']"
45386.346277188044,37.776086768703344,3,8,1987,Stara Zagora,Mladost,"{'lat': 42.82465455932311, 'lng': 23.140129713817107}","['parking', 'balcony']"
41277.837250692945,58.44667336242692,1,9,1991,Stara Zagora,Mladost,"{'lat': 42.548139673040914, 'lng': 23.208705548442158}","['parking', 'balcony']"
115650.11875934397,73.59658544864459,2,3,1960,Sofia,Mladost,"{'lat': 42.65185392234673, 'lng': 23.15967134033469}","['parking', 'balcony']"
78335.78215906266,89.32722696794013,5,3,2006,Burgas,Lozenets,"{'lat': 42.736929647643, 'lng': 23.343459416865677}","['parking', 'balcony']"
184138.7042059994,124.26068650848656,3,4,1987,Burgas,Vitosha,"{'lat': 42.61018571221615, 'lng': 23.21814013006092}",['elevator']
160020.83436654418,105.72978869606058,3,5,2012,Plovdiv,Mladost,"{'lat': 42.631321856614846, 'lng': 23.183511420110698}","['parking', 'balcony']"
130696.99775237351,75.20184410109718,3,10,2001,Plovdiv,Center,"{'lat': 42.41044423000221, 'lng': 23.291495969385515}",['elevator']
45358.83697786243,79.42951376291934,2,1,1966,Plovdiv,Vitosha,"{'lat': 42.656956230729904, 'lng': 23.267185415517343}",['elevator']
42520.46710812684,49.924119060865735,2,7,1961,Varna,Lozenets,"{'lat': 42.59881964789913, 'lng': 23.38104974991503}","['parking', 'balcony']"
90624.9483086808,79.4446059202283,2,9,2001,Plovdiv,Center,"{'lat': 42.94253915894171, 'lng': 23.216591514397884}","['parking', 'balcony']"
74616.69120273905,71.34024083239586,1,8,1983,Burgas,Lyulin,"{'lat': 42.83996961389724, 'lng': 23.33666498121473}","['parking', 'balcony']"
55612.083606181266,89.68155681014268,4,5,1963,Varna,Vitosha,"{'lat': 42.70354198917825, 'lng': 23.265587726343718}",['elevator']
99348.40740349588,55.183071693430314,3,14,2003,Stara Zagora,Lyulin,"{'lat': 42.691678312976606, 'lng': 23.414959068969864}",['elevator']
151205.81454991587,95.58039542723517,4,14,1978,Sofia,Mladost,"{'lat': 42.58619190390435, 'lng': 23.272499326884855}",['elevator']
121200.43789408334,125.98216739007734,4,4,1985,Plovdiv,Lozenets,"{'lat': 42.82490002078225, 'lng': 23.3983714693528}",['elevator']
70003.91896003888,76.73719554629427,2,12,1970,Stara Zagora,Mladost,"{'lat': 42.58774140610498, 'lng': 23.281740812221898}",['elevator']
113434.84310573661,92.05135166296824,3,7,1999,Burgas,Lozenets,"{'lat': 42.772800784783406, 'lng': 23.36634281193211}",['elevator']
195352.11370173743,100.70431975133337,3,5,2009,Sofia,Boyana,"{'lat': 42.797513452124335, 'lng': 23.33842858881673}",['elevator']
85090.33610794763,67.96338584342492,4,7,2002,Stara Zagora,Mladost,"{'lat': 42.75519531479958, 'lng': 23.334279642192715}",['elevator']
169284.57467415422,86.7227744543125,2,12,1970,Sofia,Lyulin,"{'lat': 42.85797330775279, 'lng': 23.257818882056878}",['elevator']
107716.06882758785,80.37777202345384,3,1,2004,Plovdiv,Lozenets,"{'lat': 42.70481911629452, 'lng': 23.19850311676823}","['parking', 'balcony']"
117536.13184710342,82.93028295646495,3,1,1962,Burgas,Mladost,"{'lat': 42.57879782331956, 'lng': 23.33249567010584}",['elevator']
103279.39727929048,56.809706484336004,2,10,1971,Sofia,Vitosha,"{'lat': 42.62758137340582, 'lng': 23.294231439710266}","['parking', 'balcony']"
60497.468473467736,80.73530522776828,2,14,1962,Stara Zagora,Lozenets,"{'lat': 42.86177493105242, 'lng': 23.45599377023728}","['parking', 'balcony']"
165633.3294705281,94.93994873736348,3,13,2001,Plovdiv,Lozenets,"{'lat': 42.92240447786883, 'lng': 23.463765250839913}",['elevator']
102128.10967688667,123.53430823385125,3,3,1986,Plovdiv,Mladost,"{'lat': 42.94030181917855, 'lng': 23.343652966781256}","['parking', 'balcony']"
190399.16183556188,108.7781247825562,2,14,2008,Stara Zagora,Boyana,"{'lat': 42.60969794173555, 'lng': 23.199960743051452}","['parking', 'balcony']"
176789.54011252805,144.5954737253467,3,11,2013,Stara Zagora,Mladost,"{'lat': 42.839633060744156, 'lng': 23.305162650281044}","['parking', 'balcony']"
98074.74075358988,56.97957311335851,2,2,1961,Sofia,Lyulin,"{'lat': 42.712613151584605, 'lng': 23.24509289120462}",['elevator']
189945.28338311068,106.16961910162034,3,2,2008,Varna,Lyulin,"{'lat': 42.657082606035075, 'lng': 23.338375928977694}","['parking', 'balcony']"
115787.57464920466,85.50026017215055,2,7,1975,Plovdiv,Lozenets,"{'lat': 42.5944776509876, 'lng': 23.32571384658081}","['parking', 'balcony']"
267940.9194259768,145.69408799653016,4,12,1961,Sofia,Lozenets,"{'lat': 42.85110801951352, 'lng': 23.086636415834118}",['elevator']
60160.068639710415,55.75105143934545,2,10,2019,Stara Zagora,Mladost,"{'lat': 42.54586881219229, 'lng': 23.367560996150306}",['elevator']
59581.542827456964,54.80834473457672,2,2,2013,Sofia,Lyulin,"{'lat': 42.83639678736609, 'lng': 23.25101072698603}",['elevator']
60024.81433020114,62.01822063667934,1,11,1989,Stara Zagora,Lyulin,"{'lat': 42.50017593849555, 'lng': 23.443192417394076}","['parking', 'balcony']"
20081.528156609293,25.0,2,4,1979,Burgas,Boyana,"{'lat': 42.61889348480855, 'lng': 23.26387536570724}",['elevator']
